id,document,label,label2
16703,드라이브 모드도 없고 화면을 닥아도 가사 나오는 모드도 언제까지 기다려야할까요,0,2
16704,아니 음질 왜이럼 개똥이네,0,0
16705,그리고 음질 개망인데다 볼륨은 왜이렇게 큼,0,4
16706,플로로 바뀌서 들어본결과 음원이나 이어폰 문제가 아닌걸 깨달음,0,0
16707,결론 플로로 갈아탑니다 유플만 아니면 진작에 갈아탔을 거임,0,0
16708,시스템 음장도 선택 가능하게 해주면 좋을텐데말이죠,0,0
16709,지니뮤직 기본 이퀄라이저와 음장은 저랑 잘 안맞아서요,0,2
16710,뮤직벨링사용중인 사용자 인데 로그인 풀리고 이용권 없어시고 다시 할려구 해도 포인트 사용하기가 없음 아무리 찿아도 없고 정말 짜증,0,2
16711,요즘 렉이 너무 심해져서 로딩도 느리고 검색도 안되는데 왜 이럴까요 저만 그런걸까요 와파 데터 다해봐도 안되고 다른 앱들은 잘만 됩니다,0,0
16712,혜택받고 첨사용하는데 고음질로 재생하는건 좋습니다,0,0
16713,그러나 다음곡 넘길때 자꾸 멈추거나 엄청느려요ㅜㅜㅠㅠ,0,2
16714,듣고 싶은 곡이 없음,0,0
16715,듣던 음악도 관리자의 요청으로 중단되는 경우도 있음 이 앱을 지금까지 쓰면서 메리트가 뭔지 모르겠음,0,0
16716,유튜브 프리미엄 결제하고 내가 듣고 싶은 음악들 재생목록을 만드는 게 훨씬 돈 값 할 듯,0,2
16717,정기 결제 해지불가라니요 탈퇴도 불가 해지해야 가능 한달 써보고 할랬는데,0,2
16718,계속 써야되나봅니다 폰을 바꾸던지 절대 쓰지 마시길,0,0
16719,음악이 재생중에 소리가 안나요 일시정지 눌렸나싶어 확인해보면 앱상에서는 재생중입니다,0,4
16720,지웠다가 깔아도그러고 이어폰을 바꿔도 그러고 뭐가 문제일까요,0,0
16721,시도때도 없이 지니뮤직이 실행되고있습니다,0,0
16722,기본적인 기능도 버그를 잡지 못하고 업데이트를 하다니 실망이 크네요,0,0
16723,작은 회사도 아니고,0,0
16724,그냥저냥 가요 팝송 등등 듣기 좋은데 좋아요,0,-1
16725,버튼 누르기가 좀 귀찮네요,0,0
16726,팝업창에서 바로 누를 수 있으면 좋을텐데,0,0
16727,업뎃하기전엔 잘되었는데 업뎃후 세컨드스크린에 노래바껴도 곡명이 안바뀌고 안드로이드오토랑 호환이 잘안됨,0,2
16728,노래를 틀어도 안드로이드오토에 노래화면이 안뜨고 노래만 나옴,0,1
16729,앱을 어떻게 만들어놨길래 노래끝나고 다음곡 넘어가는데 초가 넘게 걸림,0,2
16730,아 결제해놓고 핸드폰 이상한줄알고 몇번 재부팅하고 쌩쑈하다가 다른폰도 그러길래 후기봤더니 지니 자체가 쓰레기네 괜히 옮겼네,0,0
16731,뭔 이딴 쓰레기같은 서비스하면서 돈을 받아,0,0
16732,그 잠금화면에서 테마 내 배경 사용하고 앨범아트 노출 이거 다 선택해도 잠금화면에서는 앨범아트가 안뜨네여ㅜㅜ원래 이런건가용,0,2
16733,이번에바뀐잠금화면 뭔가 구도도이상하고 불편해요ㅜ,0,3
16734,지니 년사용하지만 업그레이드를 할수록 다운그레이드되는느낌이네요,0,0
16735,곡 선택이 안돼요 전체곡에서 갑자기 곡 선택이 안됩니다,0,2
16736,플레이리스트에서는 잘 되는데,0,0
16737,노래 듣는건 뭐 너무 좋은데 저만 그런건지 왜 갑자기 앨범커버가 한개도 안보일까요ㅠㅠ,0,2
16738,앨범커버를 비롯한 모든 이미지가 표시가 안돼요ㅠ,0,2
16739,잠금화면 설정도 안했는데 음악재생중에 지니 잠금화면으로 뜨고 설정 들어가서 잠금화면 설정 되어 있나 들어가보고 해제상태로 되어 있었고 해제상태로 해놨는데도 원래쓰던 핸드폰 잠금화면으로 안돌아옴,0,2
16740,불편해죽을것같음,0,0
16741,아니 내가 만원씩 내고 왜 다음곡이 재생될까 걱정해야하죠,0,2
16742,어이가 없어서 툭하면 네트워크 문제와 더 나아가 로그인이 됫는데도 분 미리듣기로 전환 돈을 날로 쳐먹네요 실망입니다,0,5
16743,다신 안써요,0,0
16744,기기 상단바에 뜨는 플레이어가 나오는 노래랑 안맞아요,0,3
16745,꼭 한번 클릭해서 지니앱을 접속했다가 나와야지 제대로 된 노래로 변경되네요,0,0
16746,진짜 장난하나 노래 듣다가 계속 재생 중지되고 재생도 잘 안되고 리뷰 보니까 핸드폰 설정을 바꾸라던데 앱 문제를 해결해야지 뭔 설정타령이여 돈 날로 먹을라그러네,0,2
16747,하루 이틀도 아니고 ㅡㅡ,0,0
16748,접속이안되네요,0,0
16749,다시접속할려구하니휴먼상태로변경되고 접속도안됩니다,0,2
16750,비번찾기하면가입내역이없어서확인도안됩니다,0,0
16751,해지했습니다,0,0
16752,한곡듣고 튕김현상 자꾸 서버연결불안정하다,0,2
16753,뭐 이제 로그아웃도 막 되있고 내돈주고듣는데 미리듣기나재생되고 어플을 종료해도 노래가나와서 환경설정 들어가서 강제종료했네요,0,2
16754,리뷰보니 이거 저처럼 몇달전부터 계속 그랬는데 조치도없고 돈주고이용할필요가없음,0,0
16755,일은 하는지모르겠지만 수고하세요,0,0
16756,뮤직허그 입장후 채팅창이 가로 방향도 지원되었으면 좋겠어요,0,0
16757,가로로 두고 사용시 뮤직허그 채팅창만 세로 고정으로 나와서 간혹 불편하네요,0,2
16758,잘 듣고 있다가 권리사요청의 의해 어쩌구저쩌구 하면서 못듣는 노래가 왜 이렇게 많은지 내가 그런 노래만 듣는건지 뭔 계속 사용할 이유가 없는 앱,0,3
16759,다좋은대 제발 다음날 업데이트 되거나하면 음악이 뒤죽박죽 되있어요,0,3
16760,제가 등록한곡 맨위에 올라가게 설정해놧는대 언제보면 맨밑으로 가있거나 위로 가있거나 그럴때빼곤 다 좋아요,0,2
16761,지니 뮤직 좋아요,0,0
16762,문의 올리면 바로 바로 처리해주시고 또 제가 웹플레이어를 많이 이용하는데 사용했던 뮤직 앱 중에 웹플레이어는 지니뮤직이 젤 좋아요,0,2
16763,엠넷 유료회원인데 전환하기 했더니 로긴 뜨고 비번 안맞다고해서 찾기 누르니 더이상 진행이 안되네요 엠넷도 닫혀서 자동결제 해지도 안되고 지니 이용도 안되니 답답합니다 ㅠㅠ,0,2
16764,방법 좀 알려주세요,0,0
16765,아 이거구나 기기 네트워크 오류 옛날부터 이런거 같은데 왜 해결을 안하는지 ㅎㅎ 설마 진짜 사용자들 네트워크 오류라고 생각하고 안고치는건 아니신지ㅎㅎ,0,5
16766,오늘 아침부터 갑자기 시도때도 없이 상단바에 실행중이라고 뜨네요 백그라운드 다 지워도 조금 지나면 다시 알림이 뜨고 저만 그런건가 찾아봤더니 최근 며칠 새에 많은 분들이 겪고 있는 증상인가 보군요 빠른 조치 바랍니다,0,3
16767,블루투스 얀결하면 폰으로 재생 되고 믈루투사 기기로 재생이 안되요재생 설정을 블루투스로 했는데 폰으로만 나와요,0,1
16768,업데이트 후에 자꾸 노래나오다가 연결만료 됐다고 자꾸 노래 끊겨요 글고 왜 로컬 음악 플레이리스트에 추가 못하게 막으셨나요 노래 끊기는거 좀 제발보안해주세요,0,2
16769,굿나잇 기능 잘 쓰고잇었는데이런 기능은 보통 습관적으로 쓰지 오늘은 분 내일은 분으로 설정해야지 하진 안잖아요,0,2
16770,왜 번거롭게 매번셋팅하게 바꿨는지 궁금하네요,0,0
16771,노래 들을라고하면 재생안되고 먹통됨 어쩌다가 되면 강제종료되다가 이제는 앱자체가 안들어가짐,0,4
16772,업데이트는 최신으로 다했는데도 먹통 별점주고 싶은데 못줘서 점줍니다 앱이 정말정말 개구려요 돈은 돈대로 받고 사용은 못하면 정기결제할 필요가없죠,0,2
16773,뭔 네트워크 연결에 문제가 생겼다고 하루종일 뜨네요,0,5
16774,미리듣기로 바뀌고 재로그인에 삭제 설치 반복만 몇번인지 모르겠어요,0,2
16775,엠넷 쓰다 통합되서 넘어왔는데 불편한게 너무 많네요 기능도 별로 없고 다음곡 재생할때 페이드인 아웃 되는거말고 그냥 딱 넘어가는거 없나요,0,2
16776,피씨로 재생할 때 재생목록 추가 너무 불편해요,0,4
16777,마우스로 추가도 안돼고 휙휙 움직여서 노래 자리 옮기려고 하면 헷갈려요,0,2
16778,다룬건 괜찮아요,0,0
16779,앱관리좀 하세요,0,0
16780,몇번이나 아이디가입하려고 기재했다가 마지막 인증하고 나서 가입하기가 활성화가 안돼 가입 못했네요,0,2
16781,휴 참을인자 번 새기고 갑니다,0,0
16782,노래자꾸꺼지고 심지어 노래틀면 폰까지 꺼졌다 켜지는 경우도 있습니다,0,4
16783,개선해주세요,0,0
16784,왜 노래재생이 안되는거죠,0,4
16785,노래도 이중으로 나오고 노래 넘기는것도 너무 느리고 진짜 통신사 제휴라서 어쩔수없이 쓰는데 너무 불편해요,0,4
16786,잘되다가도 어쩌다 한번씩 연결상태가 원활하지않다면서 안됩니다,0,5
16787,와이파이로 켜도말이죠,0,0
16788,신경 좀 써주세요,0,0
16789,멜론좀배껴주세요,0,0
16790,하편집 수정등 너무불편하고제일큰건 플레이리스트 추천음악이 맨날똑같네요,0,0
16791,장르도 댄스곡 신나는음악등 나눠주면 좋겠습니다,0,3
16792,뮤직허그 각 재생목록이 안보여요 예전엔 디제이들마다 현재실행하고있는 노래제목이보였는데 안보이네요 지웠다 깔아도 그대로에요 삼선기종입니다,0,2
16793,다른 음원사이트에 비해 너무 느리고 검색 기능이 진짜 너무 불편하네요,0,0
16794,핸드폰 요금제 혜택으로 무료로 쓰는데 차라리 돈주고 다른 음원사이트 이용 하려고요 뭐 나와서 일간 보지않음,0,0
16795,눌렀는데 앱실행 할때마다 계속 다시뜸,0,0
16796,네트워크 연결이 어렵다고 로그인도안되는데 이게뭐죠ㅜ재생중에 다음곡 안넘어가고 정지되는것도 너무짜증나요로그인 왜안되냐구여ㅜ,0,5
16797,아 큰일 났다 정기결제 했는데 리뷰보고 할걸 ㅠㅠ 네트워크 문제 나만 있는게 아니고 울집 인터넷 문제가 아니구나 ㅠㅠ,0,5
16798,어떻게 해도 로그인도 안되네,0,0
16799,노래 좀 들아 볼려고 했더니,0,0
16800,없는노래가지고 불만 안해요,0,0
16801,왜자꾸 노래 듣다가 서버와의연결이 끊겼다고 하루에 몇번이나 그러네요 운전하다가 어플에 메달릴수도 없는거고 제 인터넷이 문제가 아닐텐데,0,2
16802,플로팅 플레이어가 갑자기 준나 커졌어요,0,2
16803,설정 문제인가 하고 설정에서 글씨체 크기 줄이기 하면 가사만 작아지고 똑같네요,0,3
16804,로고 있는 퍼런 동그라미랑 제목 가수 부분만 준나 커졌어요,0,0
16805,다좋은데 음악이 계속 끊기고 처음으로 되돌아가서 재생이안되는 현상은 왜인가요 데이터가 모자란것두 아니고 앱도 업데이트했는데,0,2
16806,잘 쓰고 있었는데 재생리스트에 있는 다른 곡은 재생 다 잘 되는데 한두곡은 재생문제가 생기는지 내 폰이 이상한줄 알았네,0,2
16807,돈 내고 쓰는 건데도 왜 이리 불편하게 써야하는 건지 모르겠네요,0,0
16808,자동로그인은 허구한 날 풀리고 네트워크 오류 이젠 서버도 터져있고 몇 년째 지니만 이용하고 있는데 매번 실망감만 안겨주시니,0,2
16809,안드로이드 오토에 뮤직플레이어가 뜨지 않습니다,0,1
16810,기술지원을 종료한 것인지 아니면 업데이트에서 발생한 문제인지 궁금합니다,0,0
16811,업뎃하고나서 차량이랑 블루투스 연결할때 곡명 동기화 안되고 한곡만 계속표시되는 버그 있음,0,1
16812,빨리 수정 바람,0,0
16813,탄소배출 없는 재생에너지 부탁합니다,0,0
16814,이번 앰블럼 부터 디자인 진짜 깔끔해서 좋아요,0,-1
16815,최근 지니뮤직이 한것중 제일 잘한것 같네요,0,-1
16816,너무 좋은데 이용권을 살 때 계좌이체도 사용할 수 있으면 좋겠어요ㅠㅠㅠ,0,3
16817,제가 학생이라 카드가 없어서 이용권 구매가 어렵더라고요 계좌이체 할 수 있게 해주세요 ㅜㅠㅜ,0,3
16818,갑자기 네트워크가 연결이 안된다고 뜨네요,0,5
16819,근데 네이버는 가능하고 유튜브도 가능하고 데이터도 쓰고있는데 뭐가 문제인지 모르겠습니다,0,0
16820,렉이심한데말을하면 다 답글이 복붙이네ㅡㅡ작년부터 네트워크오류재생도안되고지혼자재생되더니곡이 돌림노래처럼나오고꺼지지도않고로그인되어있는데분미리듣기로 넘어가고 진짜 이제 지니뮤직 못듣겠다개선될때기다리다병걸리겠네,0,2
16821,음악은 너무 잘듣고 있습니다,0,-1
16822,혹시 근데 상단의 음악 플레이어 디자인 옛날께 너무 좋아서 그런데 이거 옛날꺼로 바꿀 수 있나요,0,3
16823,오류 수정해주세요,0,0
16824,홀드키를 누른후에 핸드폰을 잠궈도 지니음악재생 잠금화면 자물쇠를 누르면 지문인식 비밀번호를 입력하지 않아도 잠금해제가 됩니다,0,2
16825,삼성 갤럭시노트입니다,0,0
16826,보니까 나랑 같은 오류가 뜨신 분들이 많은거같은데 서버연결안되고 강제로그아웃되어있고 로그인도 안되서 서버문제다 무슨문제다 오류는 자꾸 뜨네요 밑에 댓글다신거 보니까 조치했다하는데 여전히 그대로네요 뭡니까 이게,0,2
16827,자꾸 노래 듣다가나 검색 할 때 자꾸 접속이 원할하지 않다고 나와요ㅜㅅㅜ 데이터에는 이상 없는뎅,0,2
16828,업뎃이후로 가사지원이 잘 안되네요 노래틀고 가사 보려고 하면 절대 안 뜨고 이전곡 다음곡 몇번 눌러야 그때서야 가사지원되네요 고쳐주세요,0,2
16829,왜 갑자기 재생이 안되더니 로그아웃됩니까 설마해서 스토어와보니 업데이트해야되서했더니 그래도안되고 앱지웠다가 다시깔아도 네트워크연결안됬다고 뜨는데 빨리 처리하세요,0,2
16830,제발,0,0
16831,진심으로 아니었으면 안 썼음 계속 듣던 노래 막히는 건 뭐 복잡한 사정이 있으리라 이해하지만 그냥 뚝뚝 끊기는 인터페이스랑 유리 서버가 너무 거슬림,0,2
16832,네트워크좀 개선하세요,0,5
16833,로그인끊겨서 노래를 들을 수 없는 앱 통신사 연계서비스만 아니면 절대 사용하고 싶지,0,2
16834,읺은 앱으 극혐,0,0
16835,좋은데 없는 곡들이 있어요,0,3
16836,왜 그런지요 그리고 노래에 맞추어 가사가 나오는데 글씨가 너무 작아요,0,0
16837,사용자가 원하는데로 글자 크기를 조절했으면 좋겠습니다,0,0
16838,아니 와이파이 되고 데이터도 켰는데 유튜브는 되는데 자꾸 와이파이 안된다고 노래가 안틀어지네요,0,5
16839,제가 돈내고 이용하는데 그냥 다른걸로 노래들어야 겠어요,0,0
16840,지니뮤직 음질 저번주부터 소프트웨어업글을 하셨는지 가수목소리가 전부 애기혹은 남성이지만 여성 느낌으로 들려요 원가수의 목소리가 아니다 보니 불편감이 계속되는데 꼭 수정 부탁 드려요,0,2
16841,좋은데 상단바에 재생버튼 고정하는 방법은 없나요 노래 한번 멈추면 다시 앱들어가서 노래 트는게 불편해요ㅠ,0,3
16842,노래는 그럭저럭 잘 들리는데 배경사진이 다 깨짐,0,2
16843,제가 지금 쓰고 있는 폰이 인테 사진이 다 깨져서 별로입니다,0,0
16844,제발 쫌 고칩시다,0,0
16845,지금 앱 실행 해봐도 계속 하얀화면 또는 검은화면만 나오고 뭐 어떤 경고메시지 같은것도 안 뜨고 계속 앱 실행이 안되네요,0,2
16846,왜 이러는거에요,0,0
16847,업데이트 이후 언제부터인지 모르겠지만 들어가면 두세번씩 팅기고 다시 로그인하라하고 재생중에도 로그인하라고 팅기네요 진짜 부셔버리고 싶네요 보완 좀 하세요,0,2
16848,재생목록 한도 풀어주신거 감사합니다,0,0
16849,다만 마이앨범 수록가능 곡 수도 무제한으로 해주시면 감사하겠습니다,0,3
16850,다른기기 아무것도 없는데 왜 자꾸 다른기기에 로그인되었다고 재로긴 시키죠 혹시나 하고 비번도 바꿔봤는데 바꾸고 로그인하니 동일이 오류도 수정 하셔야 할 듯 합니다,0,2
16851,업뎃후 불편해 죽겠네요,0,0
16852,이거 왜 이렇게 사람 불편하게 굿나잇기능에 추천 채널도 없어져 매번 다시 찾아야하고 시간은 또 매번 다시 맞춰야하고 짜증나 못쓰겠네요,0,0
16853,진짜 업뎃전으로 돌려줘요,0,0
16854,멜론으로 갈아타야하나,0,0
16855,노래 듣다가도 계속 연결 끊어져서 불편하고 해외 노래 가사 번역 안된게 너무 많네요 개선해 주세요,0,0
16856,갤럭시 사용하는데 지니뮤직 오디오 포커스가 보이질않아요,0,3
16857,고급설정가도 이어폰리모컨사용 올레티비연동밖에없어요,0,0
16858,갤럭시 울트라 유저인데 종종 네크워크에 문제 있다 뜨고 로그인도 다시 하라고 뜹니다,0,1
16859,항상 데이터 키고 사용하고 인데 뭐가 문제인지 모르겠네요,0,0
16860,앱 오류인가요 왜 안들어가지고 노래 들리지도 않죠,0,0
16861,지웠다가 다시 깔아도 그렇고 계속 네트워크 오류라는데 다른 앱들은 잘만되는데 지니만 안되는거보면 지니가 문제있는건데 안되네요,0,2
16862,원래도 느리고 끊겼지만 업뎃 이후 재생중 끊김,0,2
16863,현상이 엄청 심해졌고 심지어 앱 실행도 제대로 안돼요,0,0
16864,핸드폰을 꺼도 노래가 나오고 배터리가 빨리가는데 꺼도 나오니까 좋아요,0,2
16865,저장공간 많은신분들강추,0,0
16866,갤럭시탭으로 노래 들으면 잠금화면에 가사가 뜨는 그런 화면이 나오는데 가로모드가 안 돼서 너무 불편합니다,0,1
16867,이 점 꼭 개선 바랍니다,0,0
16868,플레이리스트 곡들을 발매일 순으로 할 수 있었으면 좋겠어요,0,4
16869,다른 뮤플앱에는 다 있는데 지니에선 참 안 생기더군요,0,0
16870,엠넷에서 넘어 왔는데 백그라운드에서는 노래가 안 나옴 도움말을 찾아보고 별 짓을 다해도 안 됨,0,2
16871,화면 보면서 들어야 됨,0,0
16872,이번 달 결제 내역 취소해주실 수 있는지요 결제일이 오늘인 줄 모르고 있다가 방금 결제가 되었는데 사용하지 않을 예정입니다,0,2
16873,취소해주셨으면 합니다,0,0
16874,음악이 무슨 이유에서인지 재생이 안 되다가 좀 지나서 되고 이런 일이 자주 있어요,0,2
16875,처음엔 폰 문제인가 했는데 폰을 바꿔도 똑같아요,0,0
16876,서버와 만료되어 재시도 한다는 게 하루에 세 번은 떠요,0,2
16877,와이파이에 이상 없는데도 네트워크 문제로도 끊길 때도 있구요,0,5
16878,지니뮤직 연결이 안되요,0,2
16879,카카오로그인 누르면 회원가입 하라고 나와요 도대체가지금 시간째 접속도 못하고 물러주삼,0,2
16880,서버와의 연결이 만료되어 재시도 합니다 멘트계속나오며 아무것도안됩니다,0,2
16881,재설치해도 똑같네요,0,0
16882,인터넷 문제도없는데 갑자기왜이런가요,0,5
16883,무슨 새벽에 음악들으려고하는데 무료음원사이트도아니고 정기점검이라면서 음악을 못듣게해요,0,0
16884,업데이트 이후 왜 저장된 곡에서 플레이리스트에 담질 못하는거죠,0,0
16885,이거 고쳐주세요,0,0
16886,괜히 업데이트 한것같네요,0,0
16887,매우 아쉬운 점 보호자인증 이유 본인인증 했는데 갑자기 보호자인증이라고 떠요 그래서 만 세 미만이라서 보호자 인증을 하라고 하는데 어떻게 생각하세요,0,0
16888,왜이렇게 느린가요 업데이트후 버벅거리는게 너무 심해요,0,2
16889,화면도 다 뜨지도않네요 유료서비스인데 이거참속히 개선이필요합니다,0,0
16890,좋아요 누르지도 않은 아티스트 소식은 왜 뜨는걸까 도대체 인유 천석만이 누굴까,0,0
16891,너무오류가자주생김별하나인대도아까움,0,0
16892,좋은음악 들어서 좋아요,0,-1
16893,와 로그인을 해야지 전곡을 들을수 있다는게 실망이예요 로그인못하는 저를 포함해서분들이 로그인않해도 전곡듣게 해주세여,0,0
16894,그거만 고쳐주시면 별개 드릴수 있어여,0,0
16895,아니 통합되면서 로그인했는데 이용권도 다 날라사고 노래도 다 날라갔어요,0,0
16896,고객센터는 전화도 안받고 이게 뭐에요,0,0
16897,진짜 별하나도 아깝네요,0,0
16898,다음곡추가를 하면 추가한 곡이 나와야 하는데 다른노래만 나오네요 플레이스트 전체재생을 해도 순서가 뒤죽박죽이고 플레이리스트에 없는 곡이 재생되요돈내고 듣는입장에서 너무 화나고 짜증나네요제발 고쳐주세요,0,2
16899,자동재생 기능 추가해주면 안되나요 다 들으면 끊겨서 또 설정해야하는 번거로움이 있는데 자동재생 기능 이용하면 좋을거 같아서요,0,3
16900,업데이트 이후 태블릿으로 가로모드 사용중일때 잠금,0,1
16901,화면도 가로모드가 되지 않네요 가능하게 변경 부탁드립니다,0,2
16902,로그인이 안돼는 이유가 뭔가요 데이터가 연결 안된다고 하고 앱 관리 이렇게 하나요,0,2
16903,안드로이드땐 카카오로그인도 편히 잘됬었는데 아이폰으로 이동하니깐 계정로그인은 되지도않고 짜증나게 계속 회원가입 창만뜨는건 뭐죠,0,2
16904,음악이좋아요,0,-1
16905,성가대 연습,0,0
16906,갑자기 저장공간부족하다고 뜨면서 로그아웃 그리고선 접속자체가 안됨,0,0
16907,공짜로듣는것도 아니고 돈주고 듣는건데 진짜너무하네요 밑에 리뷰들 보면 개선한다고 답글은 다시는데 말로만 그리지마시고 진짜 개선좀해주시죠,0,2
16908,야 이 도라이 같은 놈들아 여기다가 돈을 얼마나 내는데 업데이트 전부터 계속 재생중에 완전히 노래 끊기고 혹시 몰라서 전화 해봤는데 업데이트 하라고 해서 업데이트 해보고 했는데도 계속 끊기는 무슨 경우냐 그냥 맬론 쓸거다 잘먹고 잘살아라 ㅗ,0,2
16909,많은 노래가 있어 시간이 빨리 가요,0,0
16910,영어 노래를 더 추가 해주셨스면 좋겠습니다ㅎㅎ,0,3
16911,입니다,0,0
16912,감사합니다,0,0
16913,왜 업뎃 후로 사용중 아닐때 상태바에 실행중 표시 뜨면서 백그라운드에서 배터리 갉아먹죠 미친건가요 심각한 문젠데ㄹㅇ 달마다 몇천원 내고 쓰기도 아깝네 ㅉ,0,2
16914,재생 목록으로 화면 전환할때 너무 버벅 거려요,0,2
16915,한달동안 이상태라는게 믿기지 않음,0,0
16916,카카오톡 로그인이 갑자기 로그아웃된 후 원래 그 아이디가 없었던 것처럼 카카오톡을 이용한 로그인이 안됩니다,0,2
16917,카카오톡으로 만든 계정은 비밀번호가 없어가지고 비밀번호 찾기가 불가능하고 기타 다른 방법으로 로그인할 방법이 없습니다,0,2
16918,현재 정기결제 중이라 를 사용할 수 없으면 그냥 쌩 돈 나가는데 오류가 고쳐졌으면 좋겠습니다,0,0
16919,다른 리뷰들도 같은 증상을 겪고 있는 것을 확인했고 이정도면 그냥 돈을 더낸다해도 다른 스트리밍 서비스 앱을 사용하는게 맞는 것 같습니다,0,2
16920,제가 카톡 계정 연동으로 로그인 하는데 로그인 창 들어가서 카톡버튼 누르니까 회원가입으로 자꾸 빠지거든요,0,2
16921,어떻게 해야 다시 카톡계정으로 로그인 할 수 있는지 알려주세요,0,3
16922,되도록 빠른 답변 부탁드립니다,0,0
16923,업데이트 언제 떠요 최신버전이 아니라서 버벅거리나 업데이트를 하고싶어도 창이 떠야지 오늘 하루종일 접속이 안되서 음악도 못듣고 열받음,0,2
16924,기가지니 연결해제가안됩니다,0,1
16925,비번바꿔봐도 연결해제가안됩니다,0,2
16926,직접그 기기에서 로그아웃을하라는데 갈수없거나 부탁할수없는사항이라면 계속아이디충돌날때마다 내가 로그인을계속하고 싸움을해야하는게 말이된다고 생각되지않음,0,2
16927,고객선터에 문의해서 비번및회원정보수정해도 계속충돌난다했더니 본인들도어떻게할수없다는 답변뿐 그럼나는 계속충돌되는걸 감수하는불편을안고 써야하는지 내돈내고쓰는서비스에 계속충돌나는건 문제있다생각함 이용권끝나면 아이디탈퇴하고 다른 플랫폼으로 넘어갈예정 지니쓰시는분들 그리고 쓰실예정이신분들은 참고하세요,0,3
16928,실시간 가사 싱크 전혀 안맞아요 개선해주세요,0,3
16929,음질을 바꾸어 해당 문제가 해결되었습니다,0,0
16930,만족하고 사용하고 있습니다,0,0
16931,한가지 아쉬운점은 알람설정기능이 없다는 것입니다,0,3
16932,가능하시면 알람기능도 추가해주세요,0,3
16933,오늘 아침부터 자꾸만 멋대로 로그인이 끊기고 다른것들은 네트워크가 되는데 이 어플만 네트워크 연결이 안된다,0,5
16934,네요 저의 아침 출근을 함께하던 지니뮤직 왜이러는걸까요 빨리 고쳐지길,0,0
16935,너무 느려요,0,0
16936,플리 들어가서 노래 켜질 때까지 렉도 많이 걸리고 개인적인 느낌이지만 멜론에 비해서 음질도 살짝 떨어지는 것 같아요,0,4
16937,소리가 살짝 먹먹한 느낌,0,0
16938,자꾸 노래 재생되다가 초에 한번씩 꼴로 멈추네요 와이파이 데이터문제는 아니구요,0,2
16939,이거 어떻게 해야 되나요,0,0
16940,요금제 공짜라서 씁니다 댓글 꾸준히 봐왔지만 사용자들 불편함을 아무리 말해도 죄송합니다ㅠㅠ,0,0
16941,뿐이고 피드백은 전혀없고 바뀌는것도 없네요,0,0
16942,위젯은 의미가 있나 싶고 갑자기 로그아웃되고,0,2
16943,업데이트 하고 나서 현재 재생 되고 있는 노래와 화면에 나와 있는 노래가 다릅니다 오류가 심한데 빨리 수정해주세요,0,2
16944,노래듣는 어플에서 노래가 안나오면 어쩌자는 아침부터 개빡침 사용하는 사람에게 불편을 계속 주면서 개선의 여지는 없고누가쓰죠,0,0
16945,방금 업데이트했는데 노래가 실행되지않아요,0,0
16946,와이파이 빵빵한곳에서 해도 데이터로해도 실행안되네요,0,2
16947,로그인 문제 카카오톡을 이용해 회원가입을 했는데 로그아웃이 되어 다시 로그인을 하려고 보니 비밀번호를 찾는데 어려움이 있습니다,0,2
16948,페이지를 통해 비밀번호를 찾으라고 하는데 카카오톡 어디에서도 지니뮤직과 관련된 로그인 정보를 찾을 수가 없어서 결제를 하고도 음악을 듣지 못하고 있습니다,0,2
16949,비밀번호 찾는 방법이 따로 없을까요,0,0
16950,지니가 다른 음악어플에 비해 사운드 검색능력이 많이 떨어지고 검색속도가 매우 느립니다ㅠㅠ,0,2
16951,집 인터넷 지니와함께 연동으로 사용하고있습니다,0,0
16952,불편한점은 지니뮤직으로 음악을 들면 핸드폰으로는 다시 로그인해야하는 불편함이 있네요,0,2
16953,이점은 해소가 안되는지요,0,0
16954,서버 또 터짐 진짜 ㄱ같다 ㅗ,0,0
16955,몇개월전부터 음원재생중 이유없이 끊김현상 발생심지어 한곡에서 번이상 끊기기도함고객센터 문의했으나 보름이상 응답없음,0,2
16956,앱 켜면 바로 튕기고 다시 켜서 들어가진다 하면 아무 노래 재생하면 노래도 못 듣고 다시 튕김 재생목록 들어가도 튕김 뭐 ㅅㅂ 음악 들으려고 켜봤는데 이러냐,0,2
16957,이번 버전으로 업뎃되고 나서 상단바에 재생목록같은게 왜 사라졌죠ㅜㅜㅜ,0,2
16958,노래 넘기기도 불편하고 노래 틀려져있는지도 가끔 헷갈려요,0,0
16959,네트워크 잘만 연결됐는데 왜 자꾸 연결 안 됐다 하면서 사람 짜증나게 만들죠 해결 빠르네요,0,5
16960,수정했습니다,0,0
16961,노래 한곡 넣으면 재생목록 리스트에 한곡만 들어가는 기능이 있었으면 좋겠어요,0,3
16962,지니뮤직 운동 및 운전할 때 너무너무 유용합니다,0,-1
16963,최신음악부터 장르별 선곡까지 최고,0,-1
16964,최적화좀 제대로 해주세요,0,0
16965,시도때도 없이 튕기고 렉걸리는 현상이 고음질로 들으면 더 심해 집니다,0,0
16966,노트 이용 노래가 이중으로 재생되는 경우가 있고 네트워크문제로 재생안되는경우가 있어요,0,2
16967,왜 업데이트 할 때마다 잠금화면이 강제로 설정되는건가요 아무리 풀어놔도 업데이트만 하면 설정되버리니 짜증납니다,0,2
16968,곡 편집 및 앨범 편집 진심 너무 불편 특히 마이앨범 곡편집 넘 불편하네요 사용성 임ㅜ,0,4
